LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,CERTIFICATE_HASH
1.1503617201406E+021,"21, Altamira",Topsham,,EX3 0AQ,8592593278,D,C,68,75,Flat,End-Terrace,2014-06-01,E07000041,E14000678,Devon,2014-06-02,marketed sale,67,76,183,133,2.5,35,1.8,58,58,464,342,104,92,71,Single,Y,Ground,N,,"Programmer, room thermostat and TRVs",100,"double glazing, unknown install date",Normal,1,3,3,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, dual fuel (mineral and wood)",,,"Flat, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,,0,,natural,"21, Altamira, Topsham",Exeter,East Devon,2d14622df0bd3fc3ca16493a27c707eecebd05c607ee343aff26e72ef6b0094a
2.61026220140416E+020,"51, Waterside",,,EX2 8GX,9055210668,D,C,65,69,Flat,Mid-Terrace,2014-04-16,E07000041,E14000698,Devon,2014-04-16,marketed sale,50,52,320,307,3.5,57,3.4,81,47,401,377,135,135,62,dual,N,1st,N,,Automatic charge control,100,double glazing installed before 2002,Normal,0,3,3,25,0,"Electric immersion, off-peak",Average,Very Poor,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,Portable electric heaters (assumed),,,(another dwelling above),,,Electric storage heaters,Average,Very Poor,Automatic charge control,Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,electricity (not community),0,unheated corridor,8.17,,0,,natural,"51, Waterside",Exeter,Exeter,446f181c257d85e0862300b21d9ecfa749fdbe313870f3864cd65576d0131ac9
4.13494520091216E+020,4 Veitch Close,,,EX2 4AF,7410090768,B,B,85,86,House,Mid-Terrace,2009-12-16,E07000041,E14000698,Devon,2009-12-16,new dwelling,84,85,106,102,1.6,18,1.6,67,49,231,234,99,99,93.86,standard tariff,,NO DATA!,,,Time and temperature zone control,,NO DATA!,NO DATA!,,,,8,0,From main system,Very Good,Very Good,Average thermal transmittance 0.18 W/m?K,Very Good,Very Good,Fully double glazed,Good,Good,Average thermal transmittance 0.28 W/m?K,Very Good,Very Good,None,,,Average thermal transmittance 0.16 W/m?K,Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,Time and temperature zone control,Good,Good,Low energy lighting in 62% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,,,NO DATA!,4 Veitch Close,Exeter,Exeter,2ca19e2615bce841ed48b42034726ea36c3bc5e541034af4b9c34fc733c91aaf
1.40775672016013E+021,86 Homecourt House,Bartholomew Street West,,EX4 3AE,1191612478,C,C,78,80,Flat,Mid-Terrace,2016-01-29,E07000041,E14000698,Devon,2016-01-29,marketed sale,76,79,202,179,1.3,34,1.2,59,33,120,101,161,161,39,dual,N,2nd,N,,Manual charge control,100,double glazing installed before 2002,Normal,0,2,2,22,0,Electric instantaneous at point of use,Very Poor,Poor,(another dwelling below),NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,Portable electric heaters (assumed),,,(another dwelling above),,,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 22% of fixed outlets,Poor,Poor,electricity (not community),0,heated corridor,,,,N,natural,"86 Homecourt House, Bartholomew Street West",Exeter,Exeter,3b66fed506fbcd4e143dcd3b8959c04f950cbf11b4d0c851cd184eae52427ea6
6.50479420110704E+020,"10, Pippin Close",,,EX1 3UA,8307318868,D,C,61,73,House,Mid-Terrace,2011-06-30,E07000041,E14000698,Devon,2011-07-04,rental (social),57,72,244,157,4.6,47,3,66,48,672,466,167,111,97.844,Single,Y,NODATA!,,,"Programmer, no room thermostat",,not defined,Much More Than Typical,2,6,6,62,0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 200mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 62% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.08,0,,natural,"10, Pippin Close",Exeter,Exeter,5aee103e96a167ea5a1e0e586e576ad23fb035ea00f4a3ec8bfc0ba77367f835
9.08066920130404E+020,"127, Thornpark Rise",,,EX1 3HJ,1593286078,C,C,74,74,Flat,Semi-Detached,2013-04-03,E07000041,E14000698,Devon,2013-04-04,rental (social),76,76,146,143,1.7,28,1.7,47,37,310,311,76,76,61,Single,Y,1st,Y,,"Programmer, room thermostat and TRVs",100,"double glazing, unknown install date",Normal,1,3,3,71,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,,0,,natural,"127, Thornpark Rise",Exeter,Exeter,5acfda88be7a0409990c7a1a6085d02dcbeaebd179bd2d5ada748bc74c6fccd2
3.80884420091013E+020,"5, Wrentham Estate",Old Tiverton Road,,EX4 6ND,6321568668,D,C,67,78,House,Mid-Terrace,2009-09-24,E07000041,E14000698,Devon,2009-10-13,rental (private),62,75,243,159,4.4,41,2.8,54,54,636,417,121,106,106.98,Single,Y,NO DATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,6,6,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.6,0,N,natural,"5, Wrentham Estate, Old Tiverton Road",Exeter,Exeter,490500a1e30acd3656d6f5cdd3cef639e2c2ecbd66faa06c5048120757f2e70f
1.23916002014112E+021,"8, Salmon Pool Lane",,,EX2 4SN,8884220378,D,B,56,85,House,Semi-Detached,2014-11-20,E07000041,E14000698,Devon,2014-11-23,none of the above,51,85,246,60,4.5,47,1.1,114,57,829,443,128,74,95,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,5,5,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,,0,,natural,"8, Salmon Pool Lane",Exeter,Exeter,f8b914b22af01d6f4f4e3bb38172c13480a15efbdeea390edafc4bb5c7e36f8e
1.1513172201406E+021,"23, Carpenter Close",,,EX4 3BQ,1717404278,C,C,80,80,Flat,Mid-Terrace,2014-06-03,E07000041,E14000698,Devon,2014-06-04,rental (social),83,83,98,98,1.3,19,1.3,54,54,244,244,92,92,69,Single,Y,2nd,N,,"Programmer, room thermostat and TRVs",100,secondary glazing,Normal,0,3,3,88,0,From main system,Good,Good,(other premises below),,,Full secondary glazing,Good,Good,"Solid brick, as built, insulated (assumed)",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 88% of fixed outlets,Very Good,Very Good,mains gas (not community),0,unheated corridor,4.69,,0,,natural,"23, Carpenter Close",Exeter,Exeter,118e1d6be33fc58f452f402ec5cdf9e7b7f565a5218d44a3aec302d0112757d0
1.56123820081006E+020,"26, Masterson Street",,,EX2 5GR,9159881568,C,B,80,82,House,Semi-Detached,2008-10-06,E07000041,E14000698,Devon,2008-10-06,marketed sale,79,80,128,120,2.8,0,2.6,116,66,289,296,107,107,43.89,standard tariff,,NO DATA!,,,SAP05:Main-Heating-Controls,,NO DATA!,NO DATA!,,,,4,,SAP05:Hot-Water,,,SAP05:Floor,,,SAP05:Windows,,,SAP05:Walls,,,SAP05:Secondary-Heating,,,SAP05:Roof,,,SAP05:Main-Heating,,,SAP05:Main-Heating-Controls,,,SAP05:Lighting,,,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.52,,,NO DATA!,"26, Masterson Street",Exeter,Exeter,644a25c1bdbdf9004dd1b38d0e5ada501842776e4ce4f53c5dd40fdf0916feb2
9.04323920140128E+020,"59, Hillyfield Road",,,EX1 3LZ,160856078,D,B,63,84,House,End-Terrace,2014-01-28,E07000041,E14000698,Devon,2014-01-28,assessment for green deal,60,83,210,70,3.3,40,1.1,74,49,610,437,95,67,81,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,1,5,5,50,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,0,,natural,"59, Hillyfield Road",Exeter,Exeter,78572e73e8229a132f26fc45d2e96cedfe17da0363a1c715b8c4f9bcc3a9e65a
1.28254692015022E+021,"15, Nelson Close",Topsham,,EX3 0DX,6004033378,C,C,73,77,Flat,End-Terrace,2015-02-16,E07000041,E14000678,Devon,2015-02-17,rental (social),75,80,192,153,1.4,34,1.1,29,29,295,239,76,77,43,Single,Y,Ground,N,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,0,,,N,natural,"15, Nelson Close, Topsham",Exeter,East Devon,ad1fdc839387c469cce64547ed05fe0a44303bf6b14a3b021b570f0a325aaded
7.76489120120424E+020,"37, Ash Leigh",Alphington,,EX2 8YU,1228157968,C,A,72,93,House,Mid-Terrace,2012-04-23,E07000041,E14000698,Devon,2012-04-24,marketed sale,55,96,303,0,2.9,54,0.1,35,32,241,232,148,59,55,dual,Y,NODATA!,,,Automatic charge control,100,double glazing installed before 2002,Normal,0,3,1,100,0,"Electric immersion, off-peak",Average,Very Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Timber frame, as built, insulated (assumed)",Good,Good,Portable electric heaters (assumed),,,"Pitched, 100 mm loft insulation",Average,Average,Electric storage heaters,Average,Very Poor,Automatic charge control,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),0,NO DATA!,,,0,,natural,"37, Ash Leigh, Alphington",Exeter,Exeter,6ed1aa80be01c415fe78a3e6b461065cdb0c999dc8e484d949069cfbb622b8a5
1.2890793201503E+021,"39, Buddle Lane",,,EX4 1JS,9173273378,C,B,72,86,House,Semi-Detached,2015-03-02,E07000041,E14000698,Devon,2015-03-03,rental (social),69,84,173,72,2.7,30,1.2,76,76,491,421,86,54,89,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,1,5,5,60,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,,N,natural,"39, Buddle Lane",Exeter,Exeter,6d9e3f76210dde78c0d4dba5545d3627efe9bf637156d5409d110620c9480dd4
1.45196912016061E+021,Flat 9 Abercromby House,Turnstone Road,,EX2 6FH,3236725478,C,C,75,75,Flat,NO DATA!,2016-06-09,E07000041,E14000698,Devon,2016-06-09,new dwelling,77,77,142,142,2,24,2,70,70,254,254,266,266,83,standard tariff,,top floor,,,Time and temperature zone control,,NO DATA!,NO DATA!,,,,,,From main system,Good,Very Good,(other premises below),,,Fully double glazed,Good,Good,Average thermal transmittance 0.28 W/m²K,Very Good,Very Good,None,,,Average thermal transmittance 0.16 W/m²K,Good,Good,"Air source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric",Good,Very Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,"Electricity: electricity, unspecified tariff",,NO DATA!,,,,,NO DATA!,"Flat 9 Abercromby House, Turnstone Road",Exeter,Exeter,e840688458cdc9b69e28f362ff7fb429c835268f072a02a215d4964e936d64e6
1.05609342014011E+021,"7, Morley Road",,,EX4 7BD,4139037178,D,B,63,86,House,Mid-Terrace,2014-01-13,E07000041,E14000698,Devon,2014-01-14,assessment for green deal,59,86,197,55,4.1,38,1.2,60,60,745,431,124,72,107,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,1,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"7, Morley Road",Exeter,Exeter,e3e5ca435f8536fef293514c9548fde2d81d6c3547428df8a880423f49e6b05b
1.03181562013103E+021,"9, Highcross Road",,,EX4 4NP,2598855178,D,B,59,82,House,End-Terrace,2013-10-25,E07000041,E14000698,Devon,2013-10-25,none of the above,59,83,213,83,4.4,36,1.7,101,63,896,544,98,98,121,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",0,not defined,Normal,0,5,5,36,1,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Single glazed,Very Poor,Very Poor,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, wood logs",,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 36% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,0,,natural,"9, Highcross Road",Exeter,Exeter,94471ab261249ef44e993156cf79f8c47b4074942966d1af3451cfaa5869db84
9.00254620130318E+020,"13, East Grove Road",,,EX2 4LX,8816526078,D,B,60,84,House,Mid-Terrace,2013-03-18,E07000041,E14000698,Devon,2013-03-18,marketed sale,56,84,229,66,3.5,44,1.1,57,57,622,391,86,61,80,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",0,not defined,Normal,2,5,5,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Single glazed,Very Poor,Very Poor,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"13, East Grove Road",Exeter,Exeter,c4dc57a27035f464bd6c2e65331421bf1100cb8f90dfd0c2751ea2958379ed44
3.50118420090821E+020,"66a, Monks Road",,,EX4 7BE,4967746668,D,C,59,76,Flat,End-Terrace,2009-08-21,E07000041,E14000698,Devon,2009-08-21,rental (private),52,72,392,229,3.5,65,2.1,45,27,545,344,93,75,53.95,Single,Y,Ground,N,3,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,1,3,3,36,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 36% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,4.6,2.7,0,N,natural,"66a, Monks Road",Exeter,Exeter,fe84db2707194d199df0558cb674920e4c82f0e5806e77cbfd5ba1f836492327
6.36962720110602E+020,Spice House,"13, Belmont Road",,EX1 2HF,3209127868,E,D,53,60,House,Mid-Terrace,2011-06-01,E07000041,E14000698,Devon,2011-06-02,marketed sale,53,62,258,216,11,41,9.2,87,87,2312,1959,112,92,231.02,Single,N,NODATA!,,,"Programmer, room thermostat and TRVs",15,double glazing installed during or after 2002,Normal,1,12,12,100,1,From main system,Good,Good,"Solid, no insulation (assumed)",,,Some double glazing,Poor,Poor,"Granite or whin, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, wood logs",,,"Roof room(s), ceiling insulated",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 100% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.13,0,,natural,"Spice House, 13, Belmont Road",Exeter,Exeter,226b501c2aa818a389fcee315731d7bbd0955eeff5b63141c1ccd16512ac0dbc
9.41363320140903E+020,"4, Belvedere Close",Topsham,,EX3 0LL,4569719078,C,A,71,92,House,Mid-Terrace,2014-09-03,E07000041,E14000678,Devon,2014-09-03,none of the above,72,94,159,10,2.1,30,0.2,74,44,394,333,94,65,68,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed during or after 2002,Normal,0,5,5,33,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Timber frame, as built, partial insulation (assumed)",Average,Average,None,,,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,0,,natural,"4, Belvedere Close, Topsham",Exeter,East Devon,1a1b8d3cd2e29736bf558c7c677b091dbedbaf04c4fc4022013fd384553756bc
9.07081120130402E+020,"4, Normandy Road",,,EX1 2SR,5151576078,D,B,57,87,House,Mid-Terrace,2013-04-02,E07000041,E14000698,Devon,2013-04-02,marketed sale,54,88,259,45,3.7,50,0.7,79,43,497,323,219,73,74,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,5,5,15,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 15% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,,0,,natural,"4, Normandy Road",Exeter,Exeter,f373ef4ae41338814c23585ba1036dec38616d439f09dd8ce687eb59f76fe6be
4.42229020100222E+020,14 Julius House,New North Road,,EX4 4HG,7150592768,C,B,79,84,Flat,Detached,2010-02-19,E07000041,E14000698,Devon,2010-02-22,marketed sale,81,81,157,156,1.7,23.6,1.7,61,45,155,88,150,150,70.65,dual,N,2nd,N,6,Programmer and appliance thermostats,100,double glazing installed during or after 2002,Normal,0,3,3,63,0,"Electric immersion, off-peak",Poor,Poor,(other premises below),,,Fully double glazed,Good,Good,"Timber frame, as built, insulated (assumed)",Good,Good,None,,,(another dwelling above),,,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in 63% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,heated corridor,,2.26,0,N,natural,"14 Julius House, New North Road",Exeter,Exeter,c070c151820e138070093a8c59d137d6464ad1e67697f5534eedfca3a514d773
6.50419020110706E+020,Progress House,Weirfield Road,,EX2 4DN,7603718868,D,D,55,68,House,Detached,2011-07-01,E07000041,E14000698,Devon,2011-07-06,rental (private),51,66,255,174,6.9,48,4.7,115,62,1114,800,144,113,143.4,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,0,6,6,14,1,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, electric",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 14% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.4,0,,natural,"Progress House, Weirfield Road",Exeter,Exeter,2396a26ede83c8dcd901e649406e822c1c9426ed4bc6f14ec1fa9a0d814f0961
1.06377902013122E+021,"46, Holne Court",Kinnerton Way,,EX4 2NA,9226287178,D,B,64,90,House,End-Terrace,2013-12-23,E07000041,E14000698,Devon,2013-12-23,marketed sale,44,73,395,156,3.8,70,1.5,50,37,381,276,134,70,54,dual,N,NODATA!,,,Manual charge control,100,"double glazing, unknown install date",Normal,0,3,1,64,0,"Electric immersion, off-peak",Average,Very Poor,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,Portable electric heaters (assumed),,,"Pitched, 250 mm loft insulation",Good,Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 64% of fixed outlets,Good,Good,electricity (not community),0,NO DATA!,,,0,,natural,"46, Holne Court, Kinnerton Way",Exeter,Exeter,4201f4095bcdbb76e4db5ddd275d91e0b3feeb36cec1240b5db9aa922092c98a
6.06078201501111E+019,"18, Summerway",,,EX4 8DA,2760614468,D,B,64,83,House,Semi-Detached,2015-01-08,E07000041,E14000698,Devon,2015-01-11,none of the above,57,80,238,95,3.9,42,1.6,72,58,681,472,144,109,93,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,1,6,5,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,,N,natural,"18, Summerway",Exeter,Exeter,cf5ba2a486fd2d3cf7e78b2bfde7c9a5d1ebbe6451542d80ecfe7ef481ac5b76
1.23787242014112E+021,"24, Kestor Drive",,,EX4 2NH,8085900378,E,B,47,84,House,End-Terrace,2014-11-14,E07000041,E14000698,Devon,2014-11-18,none of the above,45,85,303,62,4.9,58,1,61,61,944,432,168,79,84,Single,Y,NODATA!,,,Programmer and room thermostat,100,double glazing installed before 2002,Normal,0,5,5,83,0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, electric",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Average,Programmer and room thermostat,Average,Average,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"24, Kestor Drive",Exeter,Exeter,7ddabfcb17d576ded53c8578040dd21f3e1a6c73d5feb918bfdc8d854519597e
2.45526620090312E+020,Ground Floor Flat,59 Elmside,,EX4 6LR,9149609568,D,D,59,66,Flat,Mid-Terrace,2009-03-11,E07000041,E14000698,Devon,2009-03-12,rental (private),58,65,381,320,2.9,63,2.4,43,22,453,411,78,65,45.57,Single,Y,Ground,N,2,"Programmer, TRVs and bypass",50,double glazing installed before 2002,Normal,0,2,2,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,3.6,2.57,0,N,natural,"Ground Floor Flat, 59 Elmside",Exeter,Exeter,bb32bda97c90bc4a7fd8991c6f7c3305c27b464b52c09357bedafa47ddc5f384
